,itemid,movie_title,Rating
1336,1337,Larger Than Life (1996),5.6
1337,1338,Two Deaths (1995),6.4
1338,1339,Stefano Quantestorie (1993),7
1339,1340,"Crude Oasis, The (1995)",4.8
1340,1341,Hedd Wyn (1992),7.1
1341,1342,"Convent, The (Convento, O) (1995)",6
1342,1343,Lotto Land (1995),6.5
1343,1344,"Story of Xinghua, The (1993)",6.7
1344,1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",7.1
1345,1346,Dingo (1992),6.8
1346,1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)",7.9
1347,1348,Every Other Weekend (1990),5.8
1348,1349,Mille bolle blu (1993),6.7
1349,1350,Crows and Sparrows (1949),7.3
1350,1351,Lover's Knot (1996),4.4
1351,1352,Shadow of Angels (Schatten der Engel) (1976),6.4
1352,1353,1-900 (1994),6.3
1353,1354,Venice/Venice (1992),6
1354,1355,Infinity (1996),6.2
1355,1356,Ed's Next Move (1996),6.3
1356,1357,For the Moment (1994),6.2
1357,1358,The Deadly Cure (1996),7.7
1358,1359,Boys in Venice (1996),
1359,1360,"Sexual Life of the Belgians, The (1994)",5.8
1360,1361,"Search for One-eye Jimmy, The (1996)",6.1
1361,1362,American Strays (1996),5.3
1362,1363,"Leopard Son, The (1996)",7.3
1363,1364,Bird of Prey (1996),
1364,1365,Johnny 100 Pesos (1993),7
1365,1366,JLG/JLG - autoportrait de décembre (1994),7.1
1366,1367,Faust (1994),7.4
1367,1368,Mina Tannenbaum (1994),7.2
1368,1369,"Forbidden Christ, The (Cristo proibito, Il) (1950)",7.1
1369,1370,I Can't Sleep (J'ai pas sommeil) (1994),6.9
1370,1371,"Machine, The (1994)",5.7
1371,1372,"Stranger, The (1994)",5.6
1372,1373,Good Morning (1971),6.8
1373,1374,Falling in Love Again (1980),5.1
1374,1375,"Cement Garden, The (1993)",7.1
1375,1376,Meet Wally Sparks (1997),5.3
1376,1377,Hotel de Love (1996),6.1
1377,1378,Rhyme & Reason (1997),7.4
1378,1379,Love and Other Catastrophes (1996),6.4
1379,1380,Hollow Reed (1996),7.2
1380,1381,Losing Chase (1996),6.6
1381,1382,"Bonheur, Le (1965)",7.6
1382,1383,"Second Jungle Book: Mowgli & Baloo, The (1997)",4.6
1383,1384,Squeeze (1996),5.1
1384,1385,Roseanna's Grave (For Roseanna) (1997),7.2
1385,1386,Tetsuo II: Body Hammer (1992),6.4
1386,1387,Fall (1997),6
1387,1388,Gabbeh (1996),6.9
1388,1389,Mondo (1996),7.1
1389,1390,"Innocent Sleep, The (1995)",5.4
1390,1391,For Ever Mozart (1996),6.3
1391,1392,"Locusts, The (1997)",6.1
1392,1393,Stag (1997),5.6
1393,1394,Swept from the Sea (1997),6.8
1394,1395,Hurricane Streets (1998),6.4
1395,1396,Stonewall (1995),6.9
1396,1397,Of Human Bondage (1934),7.1
1397,1398,Anna (1996),
1398,1399,Stranger in the House (1997),5.4
1399,1400,Picture Bride (1995),6.6
1400,1401,M. Butterfly (1993),6.8
1401,1402,"Ciao, Professore! (1993)",6.9
1402,1403,Caro Diario (Dear Diary) (1994),7.2
1403,1404,Withnail and I (1987),7.6
1404,1405,Boy's Life 2 (1997),6.7
1405,1406,When Night Is Falling (1995),6.5
1406,1407,"Specialist, The (1994)",5.6
1407,1408,Gordy (1995),3.7
1408,1409,"Swan Princess, The (1994)",5.7
1409,1410,Harlem (1993),5.9
1410,1411,Barbarella (1968),5.9
1411,1412,Land Before Time III: The Time of the Great Giving (1995) (V),5.6
1412,1413,Street Fighter (1994),4
1413,1414,Coldblooded (1995),6.7
1414,1415,"Next Karate Kid, The (1994)",4.5
1415,1416,No Escape (1994),6.1
1416,1417,"Turning, The (1992)",6.3
1417,1418,"Joy Luck Club, The (1993)",7.7
1418,1419,Highlander III: The Sorcerer (1994),4.4
1419,1420,Gilligan's Island: The Movie (1998),5.2
1420,1421,My Crazy Life (Mi vida loca) (1993),6.5
1421,1422,Suture (1993),6.6
1422,1423,"Walking Dead, The (1995)",4.8
1423,1424,I Like It Like That (1994),6.8
1424,1425,I'll Do Anything (1994),5.6
1425,1426,Grace of My Heart (1996),6.7
1426,1427,Drunks (1995),6.4
1427,1428,SubUrbia (1997),6.7
1428,1429,Sliding Doors (1998),6.7
1429,1430,Ill Gotten Gains (1997),5.1
1430,1431,Legal Deceit (1997),3.4
1431,1432,"Mighty, The (1998)",7.2
1432,1433,Men of Means (1998),6.2
1433,1434,Shooting Fish (1997),6.6
1434,1435,"Steal Big, Steal Little (1995)",4.8
1435,1436,Mr. Jones (1993),5.8
1436,1437,House Party 3 (1994),4.8
1437,1438,Panther (1995),6.4
1438,1439,Jason's Lyric (1994),6.6
1439,1440,Above the Rim (1994),6.6
1440,1441,Moonlight and Valentino (1995),5.7
1441,1442,"Scarlet Letter, The (1995)",5.3
1442,1443,8 Seconds (1994),6.6
1443,1444,That Darn Cat! (1965),6.8
1444,1445,Ladybird Ladybird (1994),7.4
1445,1446,"Bye Bye, Love (1995)",6.2
1446,1447,Century (1993),6.1
1447,1448,My Favorite Season (1993),7
1448,1449,Pather Panchali (1955),8.5
1449,1450,Golden Earrings (1947),6.7
1450,1451,Foreign Correspondent (1940),7.5
1451,1452,Lady of Burlesque (1943),6.3
1452,1453,Angel on My Shoulder (1946),6.8
1453,1454,Angel and the Badman (1947),6.9
1454,1455,"Outlaw, The (1943)",5.5
1455,1456,Beat the Devil (1954),6.5
1456,1457,Love Is All There Is (1996),5.1
1457,1458,"Damsel in Distress, A (1937)",6.8
1458,1459,Madame Butterfly (1995),7
1459,1460,Sleepover (1995),5.4
1460,1461,Here Comes Cookie (1935),6.3
1461,1462,"Thieves (Voleurs, Les) (1996)",6.4
1462,1463,"Boys, Les (1997)",6.6
1463,1464,"Stars Fell on Henrietta, The (1995)",6.5
1464,1465,Last Summer in the Hamptons (1995),5.7
1465,1466,Margaret's Museum (1995),7.2
1466,1467,"Saint of Fort Washington, The (1993)",7.1
1467,1468,"Cure, The (1995)",7.7
1468,1469,Tom and Huck (1995),5.5
1469,1470,Gumby: The Movie (1995),6.2
1470,1471,Hideaway (1995),5.3
1471,1472,"Visitors, The (Visiteurs, Les) (1993)",7.1
1472,1473,"Little Princess, The (1939)",7.1
1473,1474,Nina Takes a Lover (1994),5.5
1474,1475,Bhaji on the Beach (1993),6.4
1475,1476,Raw Deal (1948),7.2
1476,1477,Nightwatch (1997),6.2
1477,1478,Dead Presidents (1995),6.9
1478,1479,Reckless (1995),5.1
1479,1480,Herbie Rides Again (1974),5.7
1480,1481,S.F.W. (1994),5.8
1481,1482,"Gate of Heavenly Peace, The (1995)",8.6
1482,1483,"Man in the Iron Mask, The (1998)",6.5
1483,1484,"Jerky Boys, The (1994)",4.6
1484,1485,"Colonel Chabert, Le (1994)",6.9
1485,1486,Girl in the Cadillac (1995),5.6
1486,1487,Even Cowgirls Get the Blues (1993),4.4
1487,1488,Germinal (1993),7.1
1488,1489,Chasers (1994),5.1
1489,1490,Fausto (1993),5.8
1490,1491,Tough and Deadly (1995),5.8
1491,1492,Window to Paris (1994),7.4
1492,1493,"Modern Affair, A (1995)",5.8
1493,1494,"Mostro, Il (1994)",7.4
1494,1495,Flirt (1995),6.3
1495,1496,Carpool (1996),5
1496,1497,"Line King: Al Hirschfeld, The (1996)",7.3
1497,1498,Farmer & Chase (1995),5
1498,1499,Grosse Fatigue (1994),8.4
1499,1500,Santa with Muscles (1996),2.6
1500,1501,Prisoner of the Mountains (Kavkazsky Plennik) (1996),7.5
1501,1502,Naked in New York (1994),5.6
1502,1503,Gold Diggers: The Secret of Bear Mountain (1995),6
1503,1504,"Bewegte Mann, Der (1994)",6.5
1504,1505,Killer: A Journal of Murder (1995),6.3
1505,1506,Nelly & Monsieur Arnaud (1995),7.3
1506,1507,Three Lives and Only One Death (1996),6.9
1507,1508,"Babysitter, The (1995)",7.4
1508,1509,Getting Even with Dad (1994),4.8
1509,1510,Mad Dog Time (1996),5.4
1510,1511,Children of the Revolution (1996),6.3
1511,1512,"World of Apu, The (Apur Sansar) (1959)",8.5
1512,1513,Sprung (1997),5
1513,1514,Dream With the Fishes (1997),7
1514,1515,Wings of Courage (1995),6.4
1515,1516,"Wedding Gift, The (1994)",
1516,1517,Race the Sun (1996),5.4
1517,1518,Losing Isaiah (1995),6.5
1518,1519,New Jersey Drive (1995),6.7
1519,1520,"Fear, The (1995)",3.7
1520,1521,Mr. Wonderful (1993),5.9
1521,1522,Trial by Jury (1994),5.4
1522,1523,"Good Man in Africa, A (1994)",5.1
1523,1524,Kaspar Hauser (1993),6.9
1524,1525,"Object of My Affection, The (1998)",6
1525,1526,Witness (1985),7.4
1526,1527,Senseless (1998),6.1
1527,1528,Nowhere (1997),6.5
1528,1529,Underground (1995),8.1
1529,1530,Jefferson in Paris (1995),5.7
1530,1531,Far From Home: The Adventures of Yellow Dog (1995),6.4
1531,1532,Foreign Student (1994),5.8
1532,1533,I Don't Want to Talk About It (De eso no se habla) (1993),7
1533,1534,Twin Town (1997),6.8
1534,1535,"Enfer, L' (1994)",7
1535,1536,Aiqing wansui (1994),7.4
1536,1537,Cosi (1996),6.7
1537,1538,All Over Me (1997),6.4
1538,1539,Being Human (1993),7.5
1539,1540,"Amazing Panda Adventure, The (1995)",5.8
1540,1541,"Beans of Egypt, Maine, The (1994)",5.3
1541,1542,"Scarlet Letter, The (1926)",7.6
1542,1543,Johns (1996),6.3
1543,1544,It Takes Two (1995),5.9
1544,1545,Frankie Starlight (1995),6.6
1545,1546,Shadows (Cienie) (1988),6.5
1546,1547,"Show, The (1995)",4.9
1547,1548,The Courtyard (1995),5.2
1548,1549,Dream Man (1995),4.7
1549,1550,Destiny Turns on the Radio (1995),4.6
1550,1551,"Glass Shield, The (1994)",6.2
1551,1552,"Hunted, The (1995)",6
1552,1553,"Underneath, The (1995)",6.1
1553,1554,Safe Passage (1994),6.3
1554,1555,"Secret Adventures of Tom Thumb, The (1993)",7.3
1555,1556,Condition Red (1995),4.9
1556,1557,Yankee Zulu (1994),6.4
1557,1558,Aparajito (1956),8.3
1558,1559,Hostile Intentions (1994),4.1
1559,1560,Clean Slate (Coup de Torchon) (1981),7.5
1560,1561,Tigrero: A Film That Was Never Made (1994),6.8
1561,1562,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",7.1
1562,1563,"Promise, The (Versprechen, Das) (1994)",6.8
1563,1564,To Cross the Rubicon (1991),5.1
1564,1565,Daens (1992),7.5
1565,1566,"Man from Down Under, The (1943)",6
1566,1567,Careful (1992),7
1567,1568,Vermont Is For Lovers (1992),
1568,1569,"Vie est belle, La (Life is Rosey) (1987)",5.8
1569,1570,Quartier Mozart (1992),6.4
1570,1571,Touki Bouki (Journey of the Hyena) (1973),7.1
1571,1572,Wend Kuuni (God's Gift) (1982),6.8
1572,1573,Spirits of the Dead (Tre passi nel delirio) (1968),6.5
1573,1574,Pharaoh's Army (1995),6.7
1574,1575,"I, Worst of All (Yo, la peor de todas) (1990)",7
1575,1576,"Hungarian Fairy Tale, A (1987)",6.8
1576,1577,"Death in the Garden (Mort en ce jardin, La) (1956)",6.8
1577,1578,"Collectionneuse, La (1967)",7.4
1578,1579,Baton Rouge (1988),6.2
1579,1580,Liebelei (1933),7.5
1580,1581,"Woman in Question, The (1950)",6.8
1581,1582,T-Men (1947),6.9
1582,1583,"Invitation, The (Zaproszenie) (1986)",
1583,1584,"Symphonie pastorale, La (1946)",6.9
1584,1585,American Dream (1990),7.8
1585,1586,Lashou shentan (1992),7.7
1586,1587,Terror in a Texas Town (1958),6.8
1587,1588,Salut cousin! (1996),5.8
1588,1589,Schizopolis (1996),6.8
1589,1590,"To Have, or Not (1995)",6.6
1590,1591,Duoluo tianshi (1995),7.7
1591,1592,"Magic Hour, The (1998)",
1592,1593,Death in Brunswick (1991),6.6
1593,1594,Everest (1998),7.1
1594,1595,Shopping (1994),5.4
1595,1596,Nemesis 2: Nebula (1995),3.8
1596,1597,Romper Stomper (1992),6.8
1597,1598,City of Industry (1997),6.1
1598,1599,Someone Else's America (1995),7
1599,1600,Guantanamera (1994),6.9
1600,1601,Office Killer (1997),5.1
1601,1602,"Price Above Rubies, A (1998)",6.5
1602,1603,Angela (1995),6.4
1603,1604,He Walked by Night (1948),7.1
1604,1605,Love Serenade (1996),6.8
1605,1606,Deceiver (1997),6.6
1606,1607,Hurricane Streets (1998),6.4
1607,1608,Buddy (1997),4.9
1608,1609,B*A*P*S (1997),4.7
1609,1610,"Truth or Consequences, N.M. (1997)",6.3
1610,1611,Intimate Relations (1996),6.3
1611,1612,"Leading Man, The (1996)",5.6
1612,1613,Tokyo Fist (1995),7.1
1613,1614,"Reluctant Debutante, The (1958)",6.8
1614,1615,Warriors of Virtue (1997),4.7
1615,1616,Desert Winds (1995),5.4
1616,1617,Hugo Pool (1997),5.1
1617,1618,King of New York (1990),7
1618,1619,All Things Fair (1996),6.9
1619,1620,"Sixth Man, The (1997)",5.7
1620,1621,Butterfly Kiss (1995),6.3
1621,1622,"Paris, France (1993)",5.1
1622,1623,"Cérémonie, La (1995)",7.5
1623,1624,Hush (1998),5.5
1624,1625,Nightwatch (1997),6.2
1625,1626,Nobody Loves Me (Keiner liebt mich) (1994),7.2
1626,1627,"Wife, The (1995)",6.7
1627,1628,Lamerica (1994),7.5
1628,1629,Nico Icon (1995),7.2
1629,1630,"Silence of the Palace, The (Saimt el Qusur) (1994)",7.3
1630,1631,"Slingshot, The (1993)",6.4
1631,1632,Land and Freedom (Tierra y libertad) (1995),7.6
1632,1633,Á köldum klaka (Cold Fever) (1994),7
1633,1634,Etz Hadomim Tafus (Under the Domin Tree) (1994),6.7
1634,1635,Two Friends (1986),6.5
1635,1636,Brothers in Trouble (1995),6.5
1636,1637,Girls Town (1996),6.4
1637,1638,Normal Life (1996),6.2
1638,1639,Bitter Sugar (Azucar Amargo) (1996),7
1639,1640,"Eighth Day, The (1996)",6.8
1640,1641,Dadetown (1995),7.1
1641,1642,Some Mother's Son (1996),7.2
1642,1643,Angel Baby (1995),7
1643,1644,Sudden Manhattan (1996),6.1
1644,1645,"Butcher Boy, The (1998)",7.1
1645,1646,Men With Guns (1997),7.6
1646,1647,Hana-bi (1997),7.7
1647,1648,"Niagara, Niagara (1997)",6.9
1648,1649,"Big One, The (1997)",7
1649,1650,"Butcher Boy, The (1998)",7.1
1650,1651,"Spanish Prisoner, The (1997)",7.2
1651,1652,Temptress Moon (Feng Yue) (1996),6.7
1652,1653,Entertaining Angels: The Dorothy Day Story (1996),6.2
1653,1654,Chairman of the Board (1998),2.3
1654,1655,"Favor, The (1994)",5.2
1655,1656,Little City (1998),5.8
1656,1657,Target (1995),7.7
1657,1658,"Substance of Fire, The (1996)",5.9
1658,1659,Getting Away With Murder (1996),4.7
1659,1660,Small Faces (1995),7
1660,1661,"New Age, The (1994)",5.7
1661,1662,Rough Magic (1995),5.5
1662,1663,Nothing Personal (1995),6.9
1663,1664,8 Heads in a Duffel Bag (1997),5.4
1664,1665,"Brother's Kiss, A (1997)",6
1665,1666,Ripe (1996),4.8
1666,1667,"Next Step, The (1995)",
1667,1668,Wedding Bell Blues (1996),5
1668,1669,MURDER and murder (1996),6.8
1669,1670,Tainted (1998),4.3
1670,1671,"Further Gesture, A (1996)",5.9
1671,1672,Kika (1993),6.5
1672,1673,Mirage (1995),4.9
1673,1674,Mamma Roma (1962),7.8
1674,1675,"Sunchaser, The (1996)",6.2
1675,1676,"War at Home, The (1996)",7
1676,1677,Sweet Nothing (1995),6
1677,1678,Mat' i syn (1997),7.4
1678,1679,B. Monkey (1998),5.9
1679,1680,Sliding Doors (1998),6.7
1680,1681,You So Crazy (1994),6.6
1681,1682,Scream of Stone (Schrei aus Stein) (1991),6.2
